age,gender,country,education_level,has_bank_account,mobile_money_user,loan_access,monthly_income
33,Male,Kenya,Primary,0,1.0,0.0,724.16
60,Female,Uganda,Tertiary,0,0.0,1.0,251.97
53,Male,Uganda,Primary,1,1.0,1.0,364.95
30,Female,Uganda,Secondary,0,0.0,0.0,120.94
24,Female,Rwanda,Primary,0,0.0,1.0,496.49
53,Male,Burundi,Secondary,no,0.0,0.0,39.7
64,Male,Uganda,Secondary,0,1.0,1.0,280.4
68,Male,Uganda,Secondary,0,0.0,0.0,402.03
26,Male,Uganda,None,1,1.0,0.0,631.35
49,Male,Burundi,,1,0.0,1.0,470.01
28,Female,Uganda,Primary,1,1.0,1.0,645.33
25,Female,Kenya,Primary,no,0.0,0.0,351.08
50,Female,Rwanda,Primary,1,1.0,0.0,793.28
40,Female,Rwanda,Secondary,0,1.0,0.0,642.86
42,Female,Uganda,,1,,0.0,829.23
150,Female,Burundi,Primary,0,1.0,1.0,124.93
62,Male,Burundi,Primary,0,0.0,0.0,792.96
39,Female,Tanzania,Tertiary,1,0.0,0.0,188.92
21,Male,Tanzania,Secondary,0,0.0,1.0,224.67
57,Male,Kenya,Secondary,0,0.0,1.0,335.41
20,Female,Kenya,Primary,0,1.0,0.0,250.17
46,Female,Burundi,Secondary,1,1.0,0.0,687.02
58,Female,Kenya,None,no,0.0,0.0,657.63
46,Male,Tanzania,Secondary,1,,0.0,608.54
51,Male,Burundi,Secondary,1,1.0,1.0,716.69
51,Female,Tanzania,Secondary,0,1.0,1.0,201.09
45,Male,Uganda,Secondary,1,0.0,0.0,174.13
30,Male,Uganda,Primary,0,1.0,0.0,580.7
32,Male,Kenya,Primary,0,1.0,0.0,676.86
40,,Tanzania,Secondary,1,1.0,0.0,720.21
61,Male,Burundi,Secondary,yes,1.0,0.0,467.73
43,Female,Burundi,Primary,no,0.0,0.0,540.9
21,Female,Kenya,Secondary,1,1.0,0.0,651.59
43,Female,Tanzania,Secondary,1,0.0,1.0,528.42
57,Female,Kenya,Secondary,0,1.0,0.0,650.99
26,Female,Burundi,Tertiary,yes,1.0,0.0,372.53
22,Other,Uganda,Primary,0,0.0,0.0,340.61
49,Female,Tanzania,Primary,0,1.0,1.0,311.95
37,Male,Kenya,Primary,no,1.0,0.0,569.34
67,Male,Uganda,Tertiary,no,1.0,0.0,492.02
28,Female,Rwanda,Secondary,1,0.0,0.0,246.02
32,Female,Tanzania,Secondary,0,0.0,,628.08
49,Female,Burundi,Secondary,1,0.0,,635.03
45,Female,Burundi,Secondary,1,1.0,0.0,554.15
39,Female,Rwanda,,yes,0.0,0.0,354.73
58,Male,Tanzania,Secondary,nan,0.0,0.0,0.0
34,Male,Kenya,Primary,1,0.0,1.0,730.7
43,Female,Tanzania,Tertiary,0,0.0,0.0,538.13
61,Male,Tanzania,Primary,1,1.0,0.0,605.34
24,Male,Rwanda,None,0,0.0,0.0,335.17
59,Female,Burundi,Secondary,1,1.0,0.0,468.63
43,Male,Uganda,,0,1.0,1.0,623.31
42,Male,Burundi,Primary,no,0.0,0.0,755.78
27,Female,Tanzania,Secondary,0,0.0,0.0,375.56
62,Female,Burundi,Secondary,0,1.0,1.0,496.06
36,Male,Rwanda,Secondary,0,1.0,0.0,539.82
28,Female,Uganda,Primary,0,0.0,0.0,740.86
30,Female,Uganda,Tertiary,yes,0.0,0.0,458.82
25,Male,Kenya,None,nan,1.0,0.0,298.66
57,Male,Burundi,Tertiary,0,0.0,1.0,374.97
21,Male,Burundi,None,1,1.0,1.0,140.73
64,Female,Rwanda,,0,1.0,0.0,570.95
48,Female,Burundi,Primary,0,1.0,1.0,662.52
45,Female,Rwanda,Primary,1,1.0,0.0,535.5
28,Female,Kenya,Primary,1,1.0,0.0,522.9
60,Male,Tanzania,,1,,1.0,285.63
18,Male,Burundi,None,no,1.0,0.0,477.43
66,Male,Tanzania,Primary,0,,0.0,119.48
64,Male,Kenya,Secondary,0,1.0,1.0,128.93
69,Female,Burundi,Secondary,1,1.0,0.0,574.42
55,Female,Burundi,Primary,nan,1.0,0.0,697.79
41,Male,Tanzania,Secondary,yes,,0.0,880.68
64,Male,Kenya,None,yes,0.0,,561.94
48,Male,Kenya,Secondary,1,1.0,0.0,490.49
58,Female,Tanzania,Primary,0,1.0,0.0,771.67
63,Female,Tanzania,Primary,no,0.0,0.0,196.51
67,Female,Burundi,Secondary,0,0.0,1.0,745.46
43,Male,Kenya,Tertiary,0,1.0,0.0,508.65
66,Male,Uganda,Secondary,0,1.0,0.0,335.3
67,Male,Kenya,Secondary,1,0.0,0.0,1001.08
22,,Burundi,None,1,0.0,0.0,389.54
37,Female,Tanzania,Secondary,yes,0.0,0.0,520.45
69,Female,Burundi,Tertiary,1,,0.0,355.72
58,Female,Uganda,None,0,0.0,1.0,208.35
28,Female,Kenya,Primary,0,0.0,0.0,682.7
50,Male,Uganda,Secondary,yes,1.0,0.0,718.45
67,Male,Kenya,Secondary,0,0.0,0.0,542.43
55,Female,Burundi,Tertiary,1,0.0,0.0,350.07
44,Male,Uganda,None,1,1.0,0.0,358.28
51,Male,Burundi,Tertiary,nan,1.0,1.0,393.42
32,Female,Burundi,Secondary,0,1.0,0.0,674.81
49,Female,Burundi,None,0,0.0,,434.19
38,Female,Uganda,Secondary,0,1.0,0.0,395.08
63,Male,Kenya,Tertiary,0,0.0,0.0,497.16
22,Male,Burundi,Primary,1,1.0,0.0,-100.0
23,Female,Burundi,Tertiary,1,1.0,0.0,791.97
55,Female,Tanzania,Secondary,yes,0.0,0.0,578.31
39,Female,Tanzania,Primary,1,1.0,1.0,447.08
35,Female,Uganda,Secondary,1,0.0,0.0,806.9
31,Female,Rwanda,Primary,yes,1.0,0.0,651.79
27,Male,Burundi,Secondary,yes,1.0,0.0,394.69
63,Male,Uganda,Secondary,1,1.0,0.0,593.68
30,Male,Kenya,Secondary,yes,0.0,0.0,357.74
48,Female,Uganda,Secondary,nan,0.0,1.0,89.95
47,Male,Burundi,Secondary,no,0.0,0.0,630.81
20,Female,Kenya,Primary,1,,1.0,249.15
47,Female,Tanzania,Secondary,yes,1.0,0.0,545.36
23,Male,Burundi,Primary,1,0.0,0.0,492.7
46,Female,Tanzania,None,0,1.0,0.0,308.76
25,Female,Burundi,Secondary,1,0.0,1.0,554.88
61,Female,Kenya,Primary,0,1.0,1.0,443.9
62,Female,Burundi,None,1,0.0,1.0,561.11
60,Male,Burundi,Primary,1,1.0,,627.99
61,Male,Uganda,,1,0.0,,572.42
50,Male,Rwanda,Tertiary,0,0.0,0.0,505.42
34,Female,Uganda,Secondary,0,0.0,0.0,556.69
65,Female,Rwanda,Primary,1,1.0,0.0,532.66
28,Female,Rwanda,Primary,0,0.0,0.0,622.61
30,Male,Kenya,Primary,1,1.0,0.0,140.38
67,Female,Burundi,,1,1.0,0.0,640.13
28,,Tanzania,Secondary,1,0.0,0.0,567.71
48,Female,Burundi,Primary,yes,1.0,0.0,479.78
45,Male,Rwanda,None,1,,0.0,503.93
61,Female,Rwanda,Primary,1,1.0,0.0,402.66
23,Male,Kenya,Primary,nan,1.0,0.0,253.97
58,Male,Uganda,Primary,1,0.0,0.0,352.85
33,Male,Rwanda,Tertiary,0,1.0,1.0,413.79
21,Male,Rwanda,Primary,nan,1.0,0.0,592.3
52,Female,Uganda,Primary,0,0.0,0.0,663.75
65,Male,Tanzania,Tertiary,1,1.0,0.0,397.71
43,Female,Uganda,Tertiary,1,1.0,0.0,465.09
29,Male,Uganda,Secondary,1,0.0,0.0,170.6
28,Male,Uganda,Secondary,no,1.0,0.0,662.13
54,Male,Rwanda,,1,0.0,0.0,171.67
42,Male,Tanzania,Tertiary,1,0.0,0.0,526.84
35,Male,Kenya,Primary,1,0.0,0.0,592.8
36,Female,Kenya,Secondary,1,1.0,0.0,554.31
40,,Kenya,Primary,0,0.0,0.0,352.99
55,Male,Burundi,Primary,1,1.0,0.0,845.65
35,Male,Burundi,Primary,yes,1.0,0.0,413.36
43,Male,Kenya,Secondary,no,1.0,0.0,240.57
23,Female,Tanzania,Secondary,1,0.0,0.0,806.02
21,Female,Uganda,Tertiary,1,0.0,0.0,641.04
61,Female,Uganda,Primary,1,0.0,0.0,439.06
68,Male,Rwanda,Secondary,1,0.0,0.0,241.13
46,Male,Rwanda,,0,1.0,0.0,930.54
51,Male,Rwanda,Secondary,0,0.0,0.0,504.3
34,Female,Uganda,Secondary,0,1.0,1.0,450.36
60,Male,Burundi,Secondary,1,0.0,0.0,568.95
60,Female,Burundi,Secondary,0,1.0,,775.78
33,Female,Kenya,Primary,1,,0.0,365.42
19,Female,Rwanda,Secondary,0,1.0,0.0,444.12
51,Male,Burundi,None,0,1.0,,477.78
25,Female,Rwanda,Tertiary,1,0.0,0.0,283.84
30,Male,Uganda,Secondary,1,0.0,1.0,350.93
59,,Tanzania,Secondary,nan,1.0,0.0,298.03
25,Male,Rwanda,None,1,0.0,0.0,351.88
47,Male,Kenya,Primary,0,0.0,0.0,619.11
49,Male,Tanzania,Primary,yes,0.0,1.0,658.04
53,Female,Tanzania,Tertiary,0,0.0,0.0,776.24
64,Male,Burundi,Primary,1,0.0,0.0,373.68
47,Male,Tanzania,Primary,1,0.0,0.0,196.93
18,Male,Kenya,Tertiary,0,0.0,0.0,470.03
60,Male,Burundi,Secondary,0,0.0,0.0,750.7
56,Female,Tanzania,Primary,1,0.0,1.0,277.95
34,Male,Tanzania,None,0,1.0,1.0,360.18
37,Female,Kenya,Secondary,1,1.0,0.0,-100.0
41,Female,Burundi,Primary,nan,0.0,0.0,661.23
67,Female,Burundi,Secondary,1,0.0,0.0,213.03
39,Male,Tanzania,None,0,0.0,0.0,789.66
46,Male,Kenya,Primary,0,0.0,,285.32
39,Female,Uganda,Primary,1,0.0,0.0,709.13
61,Female,Kenya,Secondary,1,1.0,0.0,250.1
26,Male,Tanzania,Secondary,1,0.0,0.0,445.18
54,Female,Tanzania,Secondary,0,,1.0,229.65
27,Female,Uganda,,1,0.0,1.0,558.53
53,Male,Uganda,Secondary,0,0.0,0.0,656.69
54,Female,Burundi,Tertiary,0,1.0,1.0,599.86
45,Female,Tanzania,Secondary,0,1.0,0.0,708.79
45,Male,Burundi,Secondary,1,1.0,0.0,381.81
59,Male,Tanzania,Secondary,0,0.0,0.0,269.35
60,Male,Kenya,Secondary,0,0.0,0.0,281.38
38,Male,Rwanda,Tertiary,0,1.0,1.0,289.72
41,Female,Burundi,None,1,1.0,0.0,345.21
59,Female,Burundi,Secondary,1,1.0,1.0,454.08
57,Female,Burundi,,1,1.0,1.0,733.6
19,Female,Rwanda,Primary,1,1.0,,458.14
25,Male,Rwanda,Primary,0,1.0,0.0,511.71
65,Male,Uganda,Primary,no,0.0,1.0,403.46
44,Female,Tanzania,None,0,0.0,0.0,838.08
39,Female,Kenya,Primary,0,0.0,0.0,555.48
54,Female,Burundi,Secondary,1,1.0,0.0,342.14
44,,Uganda,Tertiary,no,0.0,0.0,512.93
46,Male,Burundi,Secondary,0,0.0,1.0,414.02
20,Female,Tanzania,Secondary,0,0.0,0.0,505.09
61,Female,Rwanda,None,1,1.0,0.0,487.33
30,Male,Tanzania,Primary,0,1.0,1.0,25.24
62,Male,Tanzania,Primary,1,1.0,1.0,431.46
27,Other,Tanzania,Tertiary,0,1.0,1.0,544.05
53,Male,Uganda,Primary,1,0.0,0.0,147.44
26,Male,Tanzania,None,1,,1.0,651.61
44,Female,Tanzania,Primary,0,1.0,0.0,793.33
51,Female,Tanzania,Secondary,0,0.0,0.0,653.42
68,Female,Kenya,Secondary,nan,0.0,0.0,392.37
18,Female,Uganda,Secondary,1,1.0,0.0,417.27
49,Female,Uganda,,1,0.0,0.0,870.16
42,Female,Kenya,Secondary,1,0.0,0.0,956.92
46,Male,Uganda,Primary,0,1.0,1.0,454.29
24,Female,Burundi,Secondary,1,1.0,0.0,408.05
66,Male,Uganda,None,0,,0.0,412.55
20,Male,Uganda,Secondary,no,,0.0,525.98
37,Female,Tanzania,Tertiary,nan,,1.0,502.8
37,Male,Kenya,Secondary,yes,1.0,0.0,556.8
47,Female,Rwanda,Secondary,1,1.0,0.0,696.12
52,Male,Tanzania,Secondary,0,1.0,0.0,334.0
52,Female,Burundi,Secondary,1,1.0,0.0,337.84
66,Male,Uganda,Tertiary,1,,0.0,696.85
56,Male,Tanzania,None,no,1.0,0.0,938.71
44,Male,Rwanda,None,1,0.0,0.0,769.81
43,Male,Burundi,None,nan,0.0,0.0,507.74
31,Female,Uganda,,1,1.0,0.0,692.6
34,Female,Uganda,None,0,1.0,,580.72
35,Female,Rwanda,Primary,1,1.0,0.0,320.58
62,Male,Rwanda,Tertiary,1,1.0,0.0,349.19
69,Male,Rwanda,Tertiary,0,1.0,,388.19
46,Male,Burundi,Primary,0,0.0,1.0,484.07
37,Male,Burundi,Secondary,1,1.0,0.0,704.22
44,Female,Tanzania,Secondary,no,1.0,0.0,789.88
35,Male,Rwanda,Secondary,0,0.0,0.0,425.57
21,Female,Uganda,Tertiary,1,1.0,0.0,315.15
18,Male,Kenya,Secondary,0,0.0,0.0,198.99
67,Female,Uganda,Tertiary,1,0.0,0.0,493.11
18,Female,Rwanda,,0,0.0,0.0,413.27
43,Male,Uganda,Primary,1,0.0,0.0,620.7
62,Female,Tanzania,Primary,0,1.0,0.0,753.55
37,Female,Rwanda,Tertiary,0,1.0,0.0,483.97
69,Female,Burundi,Primary,nan,0.0,0.0,661.47
40,Female,Kenya,None,yes,1.0,0.0,750.58
27,Female,Rwanda,Primary,1,0.0,0.0,236.18
28,Female,Uganda,Secondary,1,1.0,0.0,151.93
58,Male,Uganda,Primary,0,0.0,0.0,504.04
58,Male,Rwanda,Secondary,0,1.0,0.0,734.28
22,Male,Burundi,Secondary,1,0.0,0.0,194.37
18,Male,Burundi,Primary,0,1.0,0.0,633.44
34,,Rwanda,None,0,0.0,0.0,730.81
39,Male,Uganda,Secondary,1,1.0,1.0,383.78
51,Female,Uganda,Secondary,1,0.0,0.0,155.57
62,Male,Burundi,Primary,0,1.0,1.0,468.95
58,Male,Uganda,Primary,nan,0.0,0.0,384.09
46,Other,Kenya,None,no,1.0,1.0,553.67
21,Male,Kenya,Primary,0,1.0,0.0,189.02
22,Female,Kenya,,nan,1.0,0.0,808.35
28,Female,Kenya,Primary,0,1.0,1.0,751.58
68,Female,Tanzania,Secondary,yes,1.0,0.0,515.69
38,Female,Kenya,Secondary,1,1.0,0.0,349.18
52,Female,Tanzania,None,0,0.0,1.0,173.08
29,Female,Uganda,Primary,1,0.0,0.0,302.01
43,Male,Burundi,Tertiary,0,1.0,0.0,297.48
68,Female,Kenya,Primary,0,0.0,0.0,779.27
36,Other,Kenya,Secondary,yes,1.0,0.0,479.4
62,Female,Kenya,Primary,1,1.0,0.0,527.16
24,Male,Tanzania,Primary,0,0.0,1.0,435.36
64,Female,Kenya,Secondary,0,0.0,0.0,628.86
24,Female,Tanzania,Primary,0,0.0,1.0,578.97
43,Male,Kenya,Secondary,no,1.0,0.0,495.18
57,Female,Burundi,Secondary,0,1.0,1.0,621.1
22,Female,Kenya,None,0,0.0,0.0,531.7
38,Female,Tanzania,Tertiary,1,1.0,,330.68
31,Male,Burundi,Secondary,0,1.0,0.0,587.72
21,Male,Uganda,Secondary,0,1.0,0.0,601.1
40,Female,Uganda,Secondary,1,1.0,0.0,358.32
59,Female,Burundi,Primary,0,0.0,0.0,678.05
37,Male,Uganda,Tertiary,0,1.0,1.0,181.2
32,Male,Burundi,Primary,1,1.0,0.0,402.47
67,Male,Kenya,None,1,1.0,0.0,409.06
69,Female,Uganda,Tertiary,0,0.0,0.0,746.77
62,Other,Rwanda,Secondary,0,1.0,0.0,656.13
46,Female,Rwanda,Primary,1,1.0,0.0,716.03
25,Female,Burundi,Tertiary,1,0.0,0.0,329.16
58,Female,Rwanda,Secondary,yes,1.0,1.0,491.41
65,Female,Burundi,Secondary,1,0.0,0.0,430.84
36,Male,Uganda,,no,0.0,1.0,673.55
65,Female,Burundi,None,0,0.0,0.0,575.68
56,Male,Burundi,Secondary,0,0.0,0.0,400.54
63,Female,Kenya,None,nan,0.0,0.0,395.68
45,Male,Uganda,Secondary,no,0.0,0.0,197.53
63,Male,Burundi,Tertiary,1,1.0,1.0,341.4
44,Male,Uganda,Primary,1,1.0,0.0,433.96
21,Female,Rwanda,Primary,0,1.0,0.0,413.65
32,Male,Burundi,Primary,0,1.0,0.0,559.47
52,Male,Rwanda,Primary,0,0.0,0.0,685.99
54,Female,Kenya,Secondary,nan,0.0,0.0,439.76
18,Female,Kenya,,1,1.0,1.0,443.66
20,Male,Uganda,,1,1.0,0.0,636.2
64,Male,Kenya,Primary,1,0.0,0.0,219.41
41,Male,Burundi,Primary,1,0.0,1.0,780.27
44,Female,Uganda,Primary,0,0.0,0.0,600.09
57,Female,Rwanda,Secondary,0,0.0,0.0,425.26
53,Male,Tanzania,Secondary,no,1.0,0.0,400.2
51,Female,Kenya,Tertiary,no,1.0,0.0,11.56
46,Male,Burundi,Primary,1,0.0,0.0,407.73
41,Male,Rwanda,Tertiary,0,1.0,0.0,543.02
41,Other,Tanzania,Primary,0,0.0,0.0,501.2
59,Male,Uganda,Tertiary,no,1.0,0.0,624.4
21,Female,Burundi,Primary,0,0.0,0.0,649.64
20,Female,Tanzania,Tertiary,0,0.0,1.0,580.79
51,Male,Burundi,Primary,yes,,0.0,582.78
66,Female,Rwanda,Secondary,1,0.0,0.0,364.01
40,Female,Rwanda,Tertiary,no,0.0,0.0,984.61
69,Female,Kenya,Primary,1,0.0,0.0,786.93
40,Male,Rwanda,Primary,0,0.0,1.0,264.23
62,Male,Uganda,Secondary,0,1.0,0.0,797.42
22,Male,Uganda,Secondary,1,,0.0,715.54
48,Female,Burundi,Primary,1,0.0,0.0,684.99
58,Male,Uganda,,0,1.0,1.0,329.33
23,Male,Rwanda,Primary,no,1.0,0.0,726.97
54,,Tanzania,Secondary,0,0.0,1.0,693.85
27,Male,Uganda,Primary,0,1.0,1.0,467.81
57,Male,Rwanda,None,1,0.0,0.0,434.52
24,Female,Rwanda,Secondary,0,1.0,0.0,644.55
56,Female,Burundi,,yes,1.0,,612.31
55,Male,Burundi,,1,1.0,0.0,777.54
38,Male,Uganda,Primary,0,0.0,0.0,393.19
37,Male,Uganda,Secondary,0,0.0,0.0,556.58
20,Male,Rwanda,Tertiary,0,1.0,1.0,824.54
68,Female,Uganda,Tertiary,yes,0.0,0.0,555.3
39,Female,Tanzania,Secondary,1,1.0,0.0,153.31
64,Female,Kenya,Primary,0,1.0,0.0,428.44
21,Female,Kenya,Primary,0,1.0,1.0,60.4
45,Female,Rwanda,Secondary,1,0.0,0.0,611.24
29,Female,Kenya,Tertiary,yes,0.0,0.0,78.17
55,Female,Rwanda,Secondary,0,0.0,0.0,204.3
68,Female,Rwanda,Secondary,0,1.0,0.0,494.28
53,Female,Tanzania,Secondary,1,1.0,,612.97
64,Male,Burundi,Secondary,1,1.0,,402.55
58,Male,Uganda,None,1,1.0,1.0,702.41
22,Female,Tanzania,Primary,0,1.0,0.0,444.11
30,Male,Burundi,Secondary,1,0.0,0.0,688.33
40,Female,Rwanda,None,0,0.0,0.0,808.16
67,Female,Tanzania,Tertiary,1,1.0,0.0,475.5
47,Female,Rwanda,,1,0.0,0.0,274.44
54,Female,Kenya,Secondary,no,1.0,,587.89
42,Male,Rwanda,Primary,0,1.0,0.0,455.38
65,Male,Kenya,Tertiary,0,0.0,0.0,583.24
44,Female,Rwanda,Secondary,0,0.0,0.0,495.97
68,Male,Rwanda,,1,1.0,0.0,359.61
31,Female,Burundi,Primary,0,1.0,0.0,701.33
65,Male,Rwanda,Primary,0,0.0,0.0,278.01
64,Male,Rwanda,Primary,1,0.0,0.0,261.04
53,Male,Rwanda,Secondary,0,0.0,0.0,425.02
56,Female,Uganda,Secondary,1,1.0,0.0,691.66
33,Male,Uganda,Primary,1,1.0,0.0,867.94
39,Male,Tanzania,Secondary,yes,0.0,0.0,740.89
38,Male,Burundi,Primary,1,0.0,1.0,267.64
38,Male,Uganda,Primary,1,1.0,0.0,423.67
25,Male,Tanzania,None,no,0.0,0.0,677.12
66,Male,Tanzania,Primary,1,1.0,,373.49
33,Female,Tanzania,None,1,0.0,0.0,490.1
48,Male,Burundi,Secondary,no,,,507.38
59,Male,Kenya,None,0,1.0,0.0,530.29
27,Other,Burundi,Primary,0,0.0,1.0,255.77
49,Male,Tanzania,Primary,1,1.0,0.0,252.44
51,Female,Rwanda,Secondary,0,,0.0,441.53
26,Male,Tanzania,Primary,1,0.0,1.0,505.87
34,Male,Rwanda,Secondary,1,0.0,0.0,537.98
28,Male,Burundi,Secondary,1,0.0,,673.92
49,Female,Kenya,Secondary,1,0.0,1.0,684.23
27,Female,Uganda,Primary,0,0.0,0.0,675.34
39,Male,Uganda,Tertiary,no,1.0,0.0,548.8
34,Female,Kenya,Primary,0,1.0,0.0,264.8
21,Female,Rwanda,Primary,0,1.0,0.0,393.97
65,Male,Rwanda,Secondary,yes,1.0,0.0,561.59
69,Female,Kenya,Primary,0,1.0,0.0,807.09
64,Female,Kenya,Secondary,0,1.0,0.0,515.68
42,Male,Tanzania,Secondary,1,1.0,0.0,260.82
38,Male,Burundi,Secondary,0,0.0,0.0,307.07
54,Female,Tanzania,Primary,0,0.0,1.0,325.2
55,Other,Tanzania,Secondary,0,1.0,0.0,620.4
66,Male,Burundi,Primary,yes,1.0,0.0,682.37
18,Female,Uganda,Primary,0,0.0,1.0,480.19
42,Male,Burundi,Primary,1,0.0,1.0,569.04
68,Female,Uganda,Secondary,1,0.0,0.0,350.66
53,Female,Burundi,None,0,0.0,0.0,738.14
34,Female,Uganda,Secondary,0,1.0,1.0,609.6
58,Female,Rwanda,Primary,1,1.0,0.0,629.89
41,Male,Rwanda,Tertiary,0,0.0,0.0,816.95
19,Male,Burundi,Primary,0,0.0,0.0,417.76
57,Female,Kenya,Primary,0,0.0,0.0,334.53
32,Male,Rwanda,Primary,0,1.0,0.0,358.42
49,Male,Burundi,Secondary,no,0.0,0.0,273.73
56,Female,Burundi,Tertiary,1,1.0,0.0,796.78
23,Male,Rwanda,Secondary,0,0.0,0.0,191.79
18,Female,Burundi,Tertiary,0,0.0,0.0,887.4
64,Male,Kenya,Secondary,0,1.0,0.0,102.18
40,Female,Uganda,Primary,0,0.0,1.0,581.16
56,Male,Burundi,Secondary,0,0.0,1.0,835.59
34,Male,Rwanda,Primary,no,1.0,0.0,462.63
51,Female,Kenya,None,nan,0.0,0.0,316.05
58,Female,Kenya,Primary,1,1.0,0.0,579.43
46,Female,Burundi,Secondary,1,0.0,0.0,394.79
26,Female,Tanzania,Secondary,1,0.0,0.0,613.83
30,Male,Rwanda,Secondary,1,1.0,0.0,486.7
23,Female,Kenya,Tertiary,0,0.0,0.0,490.08
23,Male,Rwanda,Tertiary,yes,1.0,0.0,192.07
37,Male,Burundi,None,1,1.0,0.0,658.83
69,Male,Burundi,Secondary,0,1.0,0.0,340.47
20,Male,Tanzania,Secondary,yes,0.0,0.0,434.91
34,Male,Tanzania,Secondary,0,1.0,0.0,510.35
66,Male,Burundi,Secondary,1,1.0,0.0,306.48
29,Female,Uganda,Primary,1,1.0,0.0,711.87
65,Male,Uganda,Primary,nan,1.0,0.0,250.6
64,Female,Kenya,Secondary,0,0.0,0.0,439.44
62,Female,Tanzania,Primary,yes,0.0,0.0,451.57
18,Female,Kenya,Secondary,0,1.0,1.0,717.09
34,Male,Rwanda,Secondary,0,1.0,0.0,447.31
20,Female,Burundi,Primary,0,1.0,0.0,359.26
43,Female,Burundi,Secondary,0,0.0,0.0,660.44
32,Female,Uganda,Secondary,nan,0.0,0.0,421.53
53,Male,Kenya,Tertiary,0,1.0,1.0,520.35
49,Male,Kenya,None,0,0.0,0.0,463.15
49,Male,Rwanda,Primary,0,0.0,0.0,544.18
21,Male,Kenya,None,nan,1.0,0.0,337.55
35,Female,Rwanda,Secondary,1,1.0,0.0,279.13
66,Female,Kenya,Primary,1,0.0,0.0,372.12
36,Male,Tanzania,Primary,0,0.0,1.0,746.42
60,Male,Burundi,Secondary,0,1.0,0.0,549.43
69,Male,Rwanda,Secondary,0,1.0,0.0,758.17
52,Male,Burundi,Primary,no,1.0,0.0,331.27
57,Female,Burundi,Secondary,0,1.0,,440.03
31,Female,Kenya,Secondary,no,0.0,0.0,486.82
50,Male,Kenya,None,0,,0.0,477.17
31,Male,Rwanda,Tertiary,0,1.0,0.0,341.05
51,Female,Uganda,Primary,0,1.0,0.0,842.51
21,Male,Uganda,Primary,0,0.0,0.0,460.84
41,Female,Burundi,Secondary,1,0.0,0.0,604.77
46,Female,Uganda,Primary,1,0.0,0.0,558.96
36,Female,Tanzania,Primary,1,,0.0,313.23
23,Male,Kenya,Secondary,0,1.0,0.0,248.9
50,Male,Burundi,Secondary,1,0.0,0.0,-100.0
66,Female,Kenya,Secondary,0,0.0,0.0,575.47
57,Male,Uganda,Tertiary,no,1.0,0.0,411.11
36,Male,Tanzania,Secondary,1,1.0,0.0,695.43
18,Female,Tanzania,Secondary,0,1.0,1.0,453.79
22,Female,Rwanda,,no,0.0,0.0,259.79
44,Male,Burundi,Primary,1,0.0,0.0,254.84
33,Male,Tanzania,Tertiary,0,,0.0,25.52
23,Female,Burundi,Primary,nan,1.0,0.0,446.83
57,Male,Burundi,Secondary,1,0.0,0.0,687.21
30,Male,Burundi,Secondary,1,0.0,0.0,516.42
65,Female,Kenya,Secondary,1,1.0,0.0,472.71
52,Male,Burundi,Secondary,1,0.0,0.0,615.21
36,Male,Uganda,Secondary,no,0.0,0.0,601.99
29,Male,Tanzania,Secondary,1,1.0,0.0,580.77
33,Female,Kenya,None,1,1.0,0.0,697.89
60,Female,Tanzania,Secondary,0,0.0,0.0,885.98
27,Female,Uganda,Primary,0,0.0,0.0,475.79
42,Female,Kenya,Secondary,1,1.0,0.0,296.85
37,Female,Rwanda,Primary,0,0.0,0.0,781.51
48,Female,Uganda,Primary,0,1.0,1.0,280.59
21,Male,Rwanda,Secondary,0,0.0,0.0,374.01
61,Male,Tanzania,Secondary,1,0.0,1.0,744.38
40,Female,Uganda,Primary,0,0.0,0.0,795.31
19,Male,Rwanda,Primary,nan,0.0,1.0,377.52
39,Male,Rwanda,Secondary,0,1.0,0.0,473.88
68,Male,Kenya,Primary,1,0.0,1.0,688.75
54,Female,Kenya,Primary,1,0.0,0.0,702.06
25,Female,Tanzania,Tertiary,0,1.0,0.0,609.34
24,Female,Uganda,Primary,1,1.0,1.0,843.71
31,Male,Rwanda,Primary,0,0.0,0.0,786.72
20,Female,Uganda,Tertiary,1,1.0,0.0,785.99
67,Male,Burundi,Primary,1,1.0,0.0,388.96
33,Female,Tanzania,Tertiary,1,1.0,0.0,154.84
36,Male,Tanzania,Secondary,1,0.0,0.0,343.07
68,Male,Kenya,Secondary,1,1.0,1.0,817.9
35,Female,Rwanda,Secondary,1,0.0,1.0,56.25
69,Male,Uganda,None,1,0.0,0.0,387.91
33,Male,Rwanda,Secondary,0,1.0,1.0,128.32
25,Female,Tanzania,Primary,1,0.0,1.0,313.23
50,Male,Rwanda,Secondary,0,0.0,0.0,275.38
66,Female,Tanzania,None,0,1.0,1.0,755.56
29,Male,Burundi,Secondary,1,1.0,0.0,688.0
28,Male,Rwanda,Primary,0,0.0,0.0,511.83
22,Female,Tanzania,Primary,1,0.0,0.0,576.96
44,Female,Rwanda,Primary,0,0.0,0.0,660.56
29,Male,Rwanda,Tertiary,1,0.0,0.0,535.13
34,Female,Uganda,Primary,0,1.0,1.0,422.82
23,Female,Rwanda,Primary,0,1.0,0.0,567.03
50,Female,Rwanda,Primary,nan,1.0,0.0,458.77
22,Male,Rwanda,Secondary,1,1.0,0.0,698.01
45,Male,Tanzania,Tertiary,0,1.0,0.0,508.26
